created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2019-11-07 01:17:50 -02,365,28.59000,70.25000,101247.65625,,,,
2019-11-07 01:18:11 -02,366,28.63000,70.20898,101241.78906,,,,
2019-11-07 01:18:32 -02,367,28.64000,70.05273,101240.06250,,,,
2019-11-07 01:18:53 -02,368,28.65000,70.02930,101236.17188,,,,
2019-11-07 01:19:13 -02,369,28.68000,70.01074,101234.64844,,,,
2019-11-07 01:19:34 -02,370,28.68000,69.96484,101234.39844,,,,
2019-11-07 01:19:55 -02,371,28.69000,69.93359,101234.57031,,,,
2019-11-07 01:20:15 -02,372,28.70000,69.89844,101237.53906,,,,
2019-11-07 01:20:36 -02,373,28.69000,69.86426,101238.46875,,,,
2019-11-07 01:20:57 -02,374,28.69000,69.85254,101239.06250,,,,
2019-11-07 01:21:17 -02,375,28.71000,69.80957,101241.82813,,,,
2019-11-07 01:21:38 -02,376,28.66000,69.74512,101236.45313,,,,
2019-11-07 01:21:59 -02,377,28.62000,69.83008,101232.54687,,,,
2019-11-07 01:22:19 -02,378,28.57000,69.94922,101231.57812,,,,
2019-11-07 01:22:40 -02,379,28.58000,69.99512,101227.31250,,,,
2019-11-07 01:23:01 -02,380,28.59000,70.03223,101230.36719,,,,
2019-11-07 01:23:22 -02,381,28.60000,69.98828,101232.23437,,,,
2019-11-07 01:23:42 -02,382,28.64000,69.93750,101226.84375,,,,
2019-11-07 01:24:03 -02,383,28.67000,69.86035,101226.96875,,,,
2019-11-07 01:24:24 -02,384,28.70000,69.78516,101228.97656,,,,
2019-11-07 01:24:44 -02,385,28.72000,69.70801,101226.57813,,,,
2019-11-07 01:25:05 -02,386,28.69000,69.75977,101223.96875,,,,
2019-11-07 01:25:26 -02,387,28.70000,69.73828,101221.26563,,,,
2019-11-07 01:25:47 -02,388,28.69000,69.72656,101227.53125,,,,
2019-11-07 01:26:07 -02,389,28.66000,69.74512,101230.10156,,,,
2019-11-07 01:26:28 -02,390,28.64000,69.82324,101230.31250,,,,
2019-11-07 01:26:49 -02,391,28.65000,69.78906,101225.65625,,,,
2019-11-07 01:27:10 -02,392,28.64000,69.75293,101222.04688,,,,
2019-11-07 01:27:30 -02,393,28.66000,69.73242,101222.43750,,,,
2019-11-07 01:27:51 -02,394,28.67000,69.67676,101223.32812,,,,
2019-11-07 01:28:12 -02,395,28.65000,69.71973,101222.26562,,,,
2019-11-07 01:28:32 -02,396,28.66000,69.68652,101221.67187,,,,
2019-11-07 01:28:53 -02,397,28.67000,69.66504,101222.21875,,,,
2019-11-07 01:29:14 -02,398,28.69000,69.63477,101222.53125,,,,
2019-11-07 01:29:34 -02,399,28.72000,69.58203,101220.30469,,,,
2019-11-07 01:29:55 -02,400,28.68000,69.53027,101224.56250,,,,
2019-11-07 01:30:16 -02,401,28.65000,69.58203,101221.17187,,,,
2019-11-07 01:30:36 -02,402,28.66000,69.57227,101223.79688,,,,
2019-11-07 01:30:57 -02,403,28.60000,69.62109,101223.92969,,,,
2019-11-07 01:31:18 -02,404,28.61000,69.63379,101218.98437,,,,
2019-11-07 01:31:38 -02,405,28.61000,69.62109,101219.09375,,,,
2019-11-07 01:31:59 -02,406,28.56000,69.66113,101218.86719,,,,
2019-11-07 01:32:20 -02,407,28.57000,69.69727,101217.59375,,,,
2019-11-07 01:32:41 -02,408,28.60000,69.70020,101214.09375,,,,
2019-11-07 01:33:01 -02,409,28.63000,69.57910,101216.78125,,,,
2019-11-07 01:33:22 -02,410,28.60000,69.59668,101214.68750,,,,
2019-11-07 01:33:43 -02,411,28.61000,69.62109,101213.33594,,,,
2019-11-07 01:34:03 -02,412,28.58000,69.62988,101215.19531,,,,
2019-11-07 01:34:24 -02,413,28.56000,69.63867,101214.28906,,,,
2019-11-07 01:34:45 -02,414,28.58000,69.81152,101216.46875,,,,
2019-11-07 01:35:05 -02,415,28.54000,69.73828,101212.75781,,,,
2019-11-07 01:35:26 -02,416,28.50000,69.71973,101216.28906,,,,
2019-11-07 01:35:47 -02,417,28.51000,69.76758,101214.73437,,,,
2019-11-07 01:36:07 -02,418,28.52000,69.75781,101208.79687,,,,
2019-11-07 01:36:28 -02,419,28.53000,69.64453,101208.89063,,,,
2019-11-07 01:36:49 -02,420,28.54000,69.65723,101209.57031,,,,
2019-11-07 01:37:10 -02,421,28.53000,69.64551,101205.75000,,,,
2019-11-07 01:37:30 -02,422,28.52000,69.64258,101205.92187,,,,
2019-11-07 01:37:51 -02,423,28.53000,69.62207,101204.23437,,,,
2019-11-07 01:38:11 -02,424,28.55000,69.61230,101206.23438,,,,
2019-11-07 01:38:32 -02,425,28.55000,69.61230,101204.28125,,,,
2019-11-07 01:38:53 -02,426,28.57000,69.57129,101202.34375,,,,
2019-11-07 01:39:14 -02,427,28.56000,69.56934,101207.76563,,,,
2019-11-07 01:39:34 -02,428,28.56000,69.55664,101206.65625,,,,
2019-11-07 01:39:55 -02,429,28.52000,69.58496,101208.29687,,,,
2019-11-07 01:40:16 -02,430,28.51000,69.64258,101209.31250,,,,
2019-11-07 01:40:36 -02,431,28.51000,69.67578,101207.60937,,,,
2019-11-07 01:40:57 -02,432,28.49000,69.62793,101212.21875,,,,
2019-11-07 01:41:18 -02,433,28.40000,69.75098,101207.87500,,,,
2019-11-07 01:41:38 -02,434,28.34000,69.85645,101208.23437,,,,
2019-11-07 01:41:59 -02,435,28.23000,69.94336,101203.73437,,,,
2019-11-07 01:42:19 -02,436,28.16000,70.33301,101209.62500,,,,
2019-11-07 01:42:40 -02,437,28.19000,70.26855,101212.56250,,,,
2019-11-07 01:43:01 -02,438,28.13000,70.31543,101212.60156,,,,
2019-11-07 01:43:21 -02,439,28.09000,70.42480,101210.58594,,,,
2019-11-07 01:43:42 -02,440,28.00000,70.56055,101207.64062,,,,
2019-11-07 01:44:03 -02,441,27.99000,70.63770,101206.62500,,,,
2019-11-07 01:44:23 -02,442,27.98000,70.63672,101210.67187,,,,
2019-11-07 01:44:44 -02,443,27.89000,70.79395,101211.90625,,,,
2019-11-07 01:45:05 -02,444,27.87000,70.85938,101210.63281,,,,
2019-11-07 01:45:25 -02,445,27.83000,70.92285,101209.06250,,,,
2019-11-07 01:45:46 -02,446,27.82000,70.98828,101208.71875,,,,
2019-11-07 01:46:07 -02,447,27.80000,71.02148,101205.53125,,,,
2019-11-07 01:46:28 -02,448,27.82000,71.09180,101204.23437,,,,
2019-11-07 01:46:48 -02,449,27.84000,71.06152,101203.45312,,,,
2019-11-07 01:47:09 -02,450,27.86000,71.07715,101205.83594,,,,
2019-11-07 01:47:30 -02,451,27.89000,71.01172,101201.25000,,,,
2019-11-07 01:47:50 -02,452,27.92000,70.99414,101201.73437,,,,
2019-11-07 01:48:11 -02,453,27.89000,71.00000,101205.82031,,,,
2019-11-07 01:48:31 -02,454,27.90000,70.96680,101203.87500,,,,
2019-11-07 01:48:52 -02,455,27.89000,71.02441,101201.84375,,,,
2019-11-07 01:49:13 -02,456,27.89000,70.96582,101203.35938,,,,
2019-11-07 01:49:34 -02,457,27.85000,71.04004,101203.46094,,,,
2019-11-07 01:49:54 -02,458,27.85000,71.07324,101205.82812,,,,
2019-11-07 01:50:15 -02,459,27.85000,71.12012,101205.91406,,,,
2019-11-07 01:50:36 -02,460,27.85000,71.07324,101202.43750,,,,
2019-11-07 01:50:56 -02,461,27.85000,71.06250,101207.09375,,,,
2019-11-07 01:51:17 -02,462,27.80000,71.08887,101203.57813,,,,
2019-11-07 01:51:38 -02,463,27.77000,71.22266,101201.10937,,,,
2019-11-07 01:51:58 -02,464,27.74000,71.35449,101206.28125,,,,
2019-11-07 01:52:19 -02,465,27.74000,71.36621,101204.75781,,,,
2019-11-07 01:52:40 -02,466,27.73000,71.27344,101201.82813,,,,
2019-11-07 01:53:01 -02,467,27.73000,71.33008,101202.75000,,,,
2019-11-07 01:53:21 -02,468,27.76000,71.28906,101200.79687,,,,
2019-11-07 01:53:42 -02,469,27.77000,71.32422,101201.73437,,,,
2019-11-07 01:54:03 -02,470,27.82000,71.27637,101201.78125,,,,
2019-11-07 01:54:23 -02,471,27.87000,71.22559,101201.48437,,,,
2019-11-07 01:54:44 -02,472,27.93000,71.28223,101204.87500,,,,
2019-11-07 01:55:05 -02,473,27.99000,71.01758,101205.18750,,,,
2019-11-07 01:55:25 -02,474,28.05000,70.92285,101198.79687,,,,
2019-11-07 01:55:46 -02,475,28.10000,70.84961,101199.92187,,,,
2019-11-07 01:56:07 -02,476,28.14000,70.75195,101198.09375,,,,
2019-11-07 01:56:28 -02,477,28.17000,70.64355,101197.31250,,,,
2019-11-07 01:56:48 -02,478,28.21000,70.58008,101206.70312,,,,
2019-11-07 01:57:09 -02,479,28.25000,70.48437,101196.68750,,,,
2019-11-07 01:57:30 -02,480,28.28000,70.40820,101200.56250,,,,
2019-11-07 01:57:50 -02,481,28.32000,70.34668,101202.07031,,,,
2019-11-07 01:58:11 -02,482,28.35000,70.22461,101198.40625,,,,
2019-11-07 01:58:32 -02,483,28.37000,70.20508,101199.42969,,,,
2019-11-07 01:58:52 -02,484,28.38000,70.09180,101193.81250,,,,
2019-11-07 01:59:13 -02,485,28.40000,70.07129,101199.15625,,,,
2019-11-07 01:59:34 -02,486,28.43000,70.03027,101196.92188,,,,
2019-11-07 01:59:55 -02,487,28.45000,69.98730,101192.57812,,,,
2019-11-07 02:00:15 -02,488,28.47000,69.93359,101192.83594,,,,
2019-11-07 02:00:36 -02,489,28.47000,69.92188,101191.23437,,,,
2019-11-07 02:00:57 -02,490,28.48000,69.87695,101190.85937,,,,
2019-11-07 02:01:17 -02,491,28.49000,69.84473,101190.35937,,,,
2019-11-07 02:01:38 -02,492,28.50000,69.82324,101191.54688,,,,
2019-11-07 02:01:59 -02,493,28.52000,69.80371,101192.28125,,,,
2019-11-07 02:02:19 -02,494,28.51000,69.75586,101188.03906,,,,
2019-11-07 02:02:40 -02,495,28.52000,69.72266,101191.00781,,,,
2019-11-07 02:03:01 -02,496,28.53000,69.74902,101191.17969,,,,
2019-11-07 02:03:21 -02,497,28.54000,69.68164,101190.13281,,,,
2019-11-07 02:03:42 -02,498,28.56000,69.70605,101191.75000,,,,
2019-11-07 02:04:03 -02,499,28.57000,69.69531,101187.76563,,,,
2019-11-07 02:04:23 -02,500,28.56000,69.64941,101188.35937,,,,
2019-11-07 02:04:44 -02,501,28.57000,69.67383,101191.75000,,,,
2019-11-07 02:05:05 -02,502,28.58000,69.67578,101187.22656,,,,
2019-11-07 02:05:25 -02,503,28.58000,69.60645,101190.02344,,,,
2019-11-07 02:05:46 -02,504,28.58000,69.62988,101189.34375,,,,
2019-11-07 02:06:07 -02,505,28.59000,69.61914,101190.36719,,,,
2019-11-07 02:06:27 -02,506,28.59000,69.56055,101187.90625,,,,
2019-11-07 02:06:48 -02,507,28.59000,69.56250,101189.01563,,,,
2019-11-07 02:07:09 -02,508,28.59000,69.55078,101188.67188,,,,
2019-11-07 02:07:29 -02,509,28.59000,69.52832,101187.31250,,,,
2019-11-07 02:07:50 -02,510,28.61000,69.52930,101186.04687,,,,
2019-11-07 02:08:11 -02,511,28.61000,69.51758,101189.60937,,,,
2019-11-07 02:08:31 -02,512,28.61000,69.50586,101191.98437,,,,
2019-11-07 02:08:52 -02,513,28.61000,69.48438,101187.71094,,,,
2019-11-07 02:09:13 -02,514,28.62000,69.49805,101194.57812,,,,
2019-11-07 02:09:34 -02,515,28.63000,69.48633,101192.28906,,,,
2019-11-07 02:09:54 -02,516,28.63000,69.52051,101192.79688,,,,
2019-11-07 02:10:15 -02,517,28.63000,69.46484,101189.92187,,,,
2019-11-07 02:10:36 -02,518,28.63000,69.48926,101189.66406,,,,
2019-11-07 02:10:56 -02,519,28.64000,69.48926,101190.85937,,,,
2019-11-07 02:11:17 -02,520,28.63000,69.48926,101186.78125,,,,
2019-11-07 02:11:38 -02,521,28.65000,69.49023,101186.41406,,,,
2019-11-07 02:11:58 -02,522,28.65000,69.44434,101185.73438,,,,
2019-11-07 02:12:19 -02,523,28.65000,69.42187,101183.78125,,,,
2019-11-07 02:12:40 -02,524,28.64000,69.41016,101182.34375,,,,
2019-11-07 02:13:00 -02,525,28.65000,69.42187,101188.70312,,,,
2019-11-07 02:13:21 -02,526,28.64000,69.42187,101188.44531,,,,
2019-11-07 02:13:42 -02,527,28.65000,69.45605,101178.53125,,,,
2019-11-07 02:14:02 -02,528,28.65000,69.42187,101183.02344,,,,
2019-11-07 02:14:23 -02,529,28.64000,69.37598,101182.34375,,,,
2019-11-07 02:14:44 -02,530,28.65000,69.42187,101184.29687,,,,
2019-11-07 02:15:05 -02,531,28.65000,69.36426,101180.56250,,,,
2019-11-07 02:15:25 -02,532,28.65000,69.42187,101181.15625,,,,
2019-11-07 02:15:46 -02,533,28.65000,69.37598,101181.92187,,,,
2019-11-07 02:16:07 -02,534,28.65000,69.38672,101179.96875,,,,
2019-11-07 02:16:27 -02,535,28.65000,69.41113,101180.14063,,,,
2019-11-07 02:16:48 -02,536,28.64000,69.36426,101181.83594,,,,
2019-11-07 02:17:09 -02,537,28.64000,69.39844,101184.63281,,,,
2019-11-07 02:17:30 -02,538,28.63000,69.34961,101181.44531,,,,
2019-11-07 02:17:50 -02,539,28.63000,69.34863,101185.84375,,,,
2019-11-07 02:18:11 -02,540,28.62000,69.38281,101184.91406,,,,
2019-11-07 02:18:32 -02,541,28.62000,69.30273,101188.98437,,,,
2019-11-07 02:18:52 -02,542,28.62000,69.33691,101187.20313,,,,
2019-11-07 02:19:13 -02,543,28.62000,69.37109,101186.69531,,,,
2019-11-07 02:19:34 -02,544,28.61000,69.27832,101186.01563,,,,
2019-11-07 02:19:54 -02,545,28.61000,69.33398,101188.07812,,,,
2019-11-07 02:20:15 -02,546,28.60000,69.32129,101188.50000,,,,
2019-11-07 02:20:36 -02,547,28.61000,69.37012,101191.18750,,,,
2019-11-07 02:20:56 -02,548,28.61000,69.32227,101183.84375,,,,
2019-11-07 02:21:17 -02,549,28.60000,69.37988,101183.42188,,,,
2019-11-07 02:21:38 -02,550,28.62000,69.35938,101182.71094,,,,
2019-11-07 02:21:58 -02,551,28.62000,69.35938,101185.34375,,,,
2019-11-07 02:22:19 -02,552,28.62000,69.33691,101184.57812,,,,
2019-11-07 02:22:40 -02,553,28.62000,69.37109,101181.69531,,,,
2019-11-07 02:23:01 -02,554,28.62000,69.31348,101183.39062,,,,
2019-11-07 02:23:21 -02,555,28.63000,69.37305,101184.75000,,,,
2019-11-07 02:23:42 -02,556,28.62000,69.35938,101183.73437,,,,
2019-11-07 02:24:03 -02,557,28.63000,69.39551,101178.47656,,,,
2019-11-07 02:24:23 -02,558,28.62000,69.37109,101181.69531,,,,
2019-11-07 02:24:44 -02,559,28.62000,69.39453,101181.01562,,,,
2019-11-07 02:25:05 -02,560,28.62000,69.37109,101185.17188,,,,
2019-11-07 02:25:26 -02,561,28.63000,69.32520,101185.34375,,,,
2019-11-07 02:25:46 -02,562,28.63000,69.37305,101182.03125,,,,
2019-11-07 02:26:07 -02,563,28.62000,69.31348,101179.49219,,,,
2019-11-07 02:26:28 -02,564,28.62000,69.32520,101179.65625,,,,
2019-11-07 02:26:48 -02,565,28.62000,69.31348,101182.20312,,,,
2019-11-07 02:27:09 -02,566,28.62000,69.30273,101179.49219,,,,
2019-11-07 02:27:30 -02,567,28.63000,69.31543,101176.95312,,,,
2019-11-07 02:27:51 -02,568,28.64000,69.35156,101183.31250,,,,
2019-11-07 02:28:11 -02,569,28.63000,69.31543,101183.89844,,,,
2019-11-07 02:28:32 -02,570,28.63000,69.32715,101195.00000,,,,
2019-11-07 02:28:53 -02,571,28.63000,69.36230,101193.73437,,,,
2019-11-07 02:29:13 -02,572,28.63000,69.32715,101176.53125,,,,
2019-11-07 02:29:34 -02,573,28.63000,69.30566,101184.23437,,,,
2019-11-07 02:29:55 -02,574,28.63000,69.32813,101184.23437,,,,
2019-11-07 02:30:15 -02,575,28.63000,69.25684,101176.35938,,,,
2019-11-07 02:30:36 -02,576,28.61000,69.26660,101179.82812,,,,
2019-11-07 02:30:57 -02,577,28.62000,69.22168,101181.69531,,,,
2019-11-07 02:31:17 -02,578,28.61000,69.31250,101183.39062,,,,
2019-11-07 02:31:38 -02,579,28.61000,69.31250,101173.89062,,,,
2019-11-07 02:31:59 -02,580,28.61000,69.29004,101179.14844,,,,
2019-11-07 02:32:19 -02,581,28.60000,69.31152,101180.87500,,,,
2019-11-07 02:32:40 -02,582,28.59000,69.27539,101176.21094,,,,
2019-11-07 02:33:01 -02,583,28.59000,69.33301,101166.04687,,,,
2019-11-07 02:33:21 -02,584,28.59000,69.33301,101172.73437,,,,
2019-11-07 02:33:42 -02,585,28.60000,69.37891,101181.97656,,,,
2019-11-07 02:34:03 -02,586,28.59000,69.30957,101177.31250,,,,
2019-11-07 02:34:23 -02,587,28.59000,69.27539,101173.42188,,,,
2019-11-07 02:34:44 -02,588,28.59000,69.26367,101177.22656,,,,
2019-11-07 02:35:05 -02,589,28.59000,69.30859,101170.95312,,,,
2019-11-07 02:35:26 -02,590,28.58000,69.30859,101164.60156,,,,
2019-11-07 02:35:46 -02,591,28.59000,69.33301,101165.44531,,,,
2019-11-07 02:36:07 -02,592,28.59000,69.29883,101165.28125,,,,
2019-11-07 02:36:27 -02,593,28.59000,69.30957,101173.07813,,,,
2019-11-07 02:36:48 -02,594,28.60000,69.30957,101183.67187,,,,
2019-11-07 02:37:09 -02,595,28.59000,69.28516,101172.98437,,,,
2019-11-07 02:37:30 -02,596,28.58000,69.27441,101171.21094,,,,
2019-11-07 02:37:50 -02,597,28.58000,69.21680,101172.56250,,,,
2019-11-07 02:38:11 -02,598,28.58000,69.22656,101169.59375,,,,
2019-11-07 02:38:32 -02,599,28.57000,69.23730,101166.92188,,,,
2019-11-07 02:38:52 -02,600,28.57000,69.28320,101168.27344,,,,
2019-11-07 02:39:13 -02,601,28.56000,69.25879,101164.03125,,,,
2019-11-07 02:39:34 -02,602,28.55000,69.30273,101167.17187,,,,
2019-11-07 02:39:54 -02,603,28.56000,69.30469,101163.43750,,,,
2019-11-07 02:40:15 -02,604,28.56000,69.33984,101167.34375,,,,
2019-11-07 02:40:36 -02,605,28.56000,69.32910,101164.54687,,,,
2019-11-07 02:40:56 -02,606,28.57000,69.28418,101167.76562,,,,
2019-11-07 02:41:17 -02,607,28.56000,69.28320,101178.35937,,,,
2019-11-07 02:41:38 -02,608,28.57000,69.31836,101170.90625,,,,
2019-11-07 02:41:59 -02,609,28.57000,69.34180,101162.25781,,,,
2019-11-07 02:42:19 -02,610,28.57000,69.33008,101162.00000,,,,
2019-11-07 02:42:40 -02,611,28.57000,69.30664,101163.27344,,,,
2019-11-07 02:43:01 -02,612,28.57000,69.31836,101164.62500,,,,
2019-11-07 02:43:21 -02,613,28.56000,69.27148,101164.37500,,,,
2019-11-07 02:43:42 -02,614,28.55000,69.28027,101166.23437,,,,
2019-11-07 02:44:02 -02,615,28.55000,69.23437,101161.32031,,,,
2019-11-07 02:44:23 -02,616,28.55000,69.26855,101158.18750,,,,
2019-11-07 02:44:44 -02,617,28.55000,69.28027,101157.67969,,,,
2019-11-07 02:45:04 -02,618,28.55000,69.23437,101160.56250,,,,
2019-11-07 02:45:25 -02,619,28.55000,69.23437,101160.64062,,,,
2019-11-07 02:45:46 -02,620,28.54000,69.26855,101161.14844,,,,
2019-11-07 02:46:07 -02,621,28.54000,69.23242,101161.09375,,,,
2019-11-07 02:46:27 -02,622,28.54000,69.25586,101162.16406,,,,
2019-11-07 02:46:48 -02,623,28.53000,69.24316,101163.12500,,,,
2019-11-07 02:47:09 -02,624,28.53000,69.26562,101157.53906,,,,
2019-11-07 02:47:29 -02,625,28.54000,69.23242,101158.43750,,,,
2019-11-07 02:47:50 -02,626,28.53000,69.27832,101160.50000,,,,
2019-11-07 02:48:10 -02,627,28.54000,69.24414,101155.72656,,,,
2019-11-07 02:48:31 -02,628,28.54000,69.26758,101160.46875,,,,
2019-11-07 02:48:52 -02,629,28.55000,69.28027,101157.17187,,,,
2019-11-07 02:49:13 -02,630,28.56000,69.24707,101158.43750,,,,
2019-11-07 02:49:33 -02,631,28.56000,69.24707,101162.42187,,,,
2019-11-07 02:49:54 -02,632,28.55000,69.22266,101163.85937,,,,
2019-11-07 02:50:15 -02,633,28.53000,69.23242,101160.50000,,,,
2019-11-07 02:50:35 -02,634,28.52000,69.22949,101157.78906,,,,
2019-11-07 02:50:56 -02,635,28.53000,69.21973,101153.81250,,,,
2019-11-07 02:51:17 -02,636,28.54000,69.18652,101158.21875,,,,
2019-11-07 02:51:37 -02,637,28.54000,69.23242,101159.57031,,,,
2019-11-07 02:51:58 -02,638,28.53000,69.18652,101158.64062,,,,
2019-11-07 02:52:19 -02,639,28.51000,69.16016,101153.37500,,,,
2019-11-07 02:52:39 -02,640,28.52000,69.22949,101153.80469,,,,
2019-11-07 02:53:00 -02,641,28.50000,69.19238,101155.10937,,,,
2019-11-07 02:53:21 -02,642,28.51000,69.22852,101157.02344,,,,
2019-11-07 02:53:41 -02,643,28.51000,69.21680,101157.10937,,,,
2019-11-07 02:54:02 -02,644,28.50000,69.19238,101155.10937,,,,
2019-11-07 02:54:23 -02,645,28.51000,69.24121,101155.24219,,,,
2019-11-07 02:54:43 -02,646,28.51000,69.24023,101154.31250,,,,
2019-11-07 02:55:04 -02,647,28.51000,69.21680,101159.82031,,,,
2019-11-07 02:55:25 -02,648,28.52000,69.21875,101160.32812,,,,
2019-11-07 02:55:46 -02,649,28.51000,69.25098,101158.89062,,,,
2019-11-07 02:56:06 -02,650,28.51000,69.21680,101158.89062,,,,
2019-11-07 02:56:27 -02,651,28.52000,69.22949,101161.26562,,,,
2019-11-07 02:56:48 -02,652,28.50000,69.16992,101160.70312,,,,
2019-11-07 02:57:08 -02,653,28.50000,69.23828,101159.25781,,,,
2019-11-07 02:57:29 -02,654,28.51000,69.26270,101163.37500,,,,
2019-11-07 02:57:50 -02,655,28.51000,69.21680,101163.63281,,,,
2019-11-07 02:58:10 -02,656,28.51000,69.24023,101160.75000,,,,
2019-11-07 02:58:31 -02,657,28.51000,69.19531,101160.50000,,,,
2019-11-07 02:58:52 -02,658,28.52000,69.16113,101162.28125,,,,
2019-11-07 02:59:12 -02,659,28.52000,69.18359,101160.50000,,,,
2019-11-07 02:59:33 -02,660,28.51000,69.17285,101156.26562,,,,
2019-11-07 02:59:54 -02,661,28.52000,69.21875,101157.78906,,,,
2019-11-07 03:00:14 -02,662,28.53000,69.20801,101158.21875,,,,
2019-11-07 03:00:35 -02,663,28.52000,69.20703,101157.70312,,,,
2019-11-07 03:00:56 -02,664,28.51000,69.18262,101158.96875,,,,
2019-11-07 03:01:17 -02,665,28.51000,69.13672,101160.57812,,,,
2019-11-07 03:01:37 -02,666,28.50000,69.14648,101160.70312,,,,
2019-11-07 03:01:58 -02,667,28.50000,69.20410,101162.89844,,,,
2019-11-07 03:02:19 -02,668,28.51000,69.25098,101162.61719,,,,
2019-11-07 03:02:39 -02,669,28.51000,69.22852,101160.75000,,,,
2019-11-07 03:03:00 -02,670,28.51000,69.25098,101159.73437,,,,
2019-11-07 03:03:21 -02,671,28.51000,69.20508,101162.02344,,,,
2019-11-07 03:03:41 -02,672,28.51000,69.21875,101157.61719,,,,
2019-11-07 03:04:02 -02,673,28.52000,69.26465,101159.39062,,,,
2019-11-07 03:04:23 -02,674,28.51000,69.28711,101156.09375,,,,
2019-11-07 03:04:43 -02,675,28.51000,69.24023,101159.90625,,,,
2019-11-07 03:05:04 -02,676,28.51000,69.28613,101164.98437,,,,
2019-11-07 03:05:25 -02,677,28.51000,69.28711,101166.09375,,,,
2019-11-07 03:05:45 -02,678,28.51000,69.27441,101159.90625,,,,
2019-11-07 03:06:06 -02,679,28.51000,69.26270,101161.76562,,,,
2019-11-07 03:06:27 -02,680,28.50000,69.25000,101156.46094,,,,
2019-11-07 03:06:48 -02,681,28.50000,69.21582,101156.37500,,,,
2019-11-07 03:07:08 -02,682,28.51000,69.18262,101156.76563,,,,
2019-11-07 03:07:29 -02,683,28.50000,69.11230,101154.93750,,,,
2019-11-07 03:07:50 -02,684,28.51000,69.17090,101160.07812,,,,
2019-11-07 03:08:10 -02,685,28.51000,69.14941,101159.82031,,,,
2019-11-07 03:08:31 -02,686,28.52000,69.16113,101161.76562,,,,
2019-11-07 03:08:51 -02,687,28.52000,69.13770,101163.29687,,,,
2019-11-07 03:09:12 -02,688,28.51000,69.17090,101163.63281,,,,
2019-11-07 03:09:33 -02,689,28.52000,69.19531,101159.57031,,,,
2019-11-07 03:09:54 -02,690,28.52000,69.19531,101157.87500,,,,
2019-11-07 03:10:14 -02,691,28.52000,69.18359,101157.28125,,,,
2019-11-07 03:10:35 -02,692,28.51000,69.18262,101160.50000,,,,
2019-11-07 03:10:56 -02,693,28.51000,69.16016,101154.56250,,,,
2019-11-07 03:11:16 -02,694,28.53000,69.13965,101160.07812,,,,
2019-11-07 03:11:37 -02,695,28.53000,69.13965,101159.06250,,,,
2019-11-07 03:11:58 -02,696,28.51000,69.12695,101160.67187,,,,
2019-11-07 03:12:18 -02,697,28.51000,69.16016,101156.85937,,,,
2019-11-07 03:12:39 -02,698,28.52000,69.18359,101160.50000,,,,
2019-11-07 03:13:00 -02,699,28.53000,69.17383,101159.23437,,,,
2019-11-07 03:13:21 -02,700,28.53000,69.12988,101162.20312,,,,
2019-11-07 03:13:41 -02,701,28.53000,69.12988,101157.62500,,,,
2019-11-07 03:14:02 -02,702,28.53000,69.13965,101156.17969,,,,
2019-11-07 03:14:23 -02,703,28.53000,69.16211,101157.45312,,,,
2019-11-07 03:14:43 -02,704,28.53000,69.15137,101152.78906,,,,
2019-11-07 03:15:04 -02,705,28.52000,69.11523,101157.78906,,,,
2019-11-07 03:15:25 -02,706,28.53000,69.11816,101159.14062,,,,
2019-11-07 03:15:45 -02,707,28.53000,69.13965,101156.51562,,,,
2019-11-07 03:16:06 -02,708,28.53000,69.15137,101154.90625,,,,
2019-11-07 03:16:27 -02,709,28.53000,69.15137,101155.07812,,,,
2019-11-07 03:16:48 -02,710,28.53000,69.12793,101156.09375,,,,
2019-11-07 03:17:08 -02,711,28.53000,69.10547,101161.77344,,,,
2019-11-07 03:17:29 -02,712,28.53000,69.09375,101152.95312,,,,
2019-11-07 03:17:50 -02,713,28.53000,69.10547,101158.89062,,,,
2019-11-07 03:18:10 -02,714,28.53000,69.07031,101153.04687,,,,
2019-11-07 03:18:31 -02,715,28.52000,69.05762,101154.56250,,,,
